restaurants__restaurant__R__res_id,restaurants__restaurant__apikey,restaurants__restaurant__average_cost_for_two,restaurants__restaurant__book_again_url,restaurants__restaurant__book_form_web_view_url,restaurants__restaurant__cuisines,restaurants__restaurant__currency,restaurants__restaurant__deeplink,restaurants__restaurant__events_url,restaurants__restaurant__featured_image,restaurants__restaurant__has_online_delivery,restaurants__restaurant__has_table_booking,restaurants__restaurant__id,restaurants__restaurant__include_bogo_offers,restaurants__restaurant__is_book_form_web_view,restaurants__restaurant__is_delivering_now,restaurants__restaurant__is_table_reservation_supported,restaurants__restaurant__is_zomato_book_res,restaurants__restaurant__location__address,restaurants__restaurant__location__city,restaurants__restaurant__location__city_id,restaurants__restaurant__location__country_id,restaurants__restaurant__location__latitude,restaurants__restaurant__location__locality,restaurants__restaurant__location__locality_verbose,restaurants__restaurant__location__longitude,restaurants__restaurant__location__zipcode,restaurants__restaurant__menu_url,restaurants__restaurant__mezzo_provider,restaurants__restaurant__name,restaurants__restaurant__opentable_support,restaurants__restaurant__photos_url,restaurants__restaurant__price_range,restaurants__restaurant__switch_to_order_menu,restaurants__restaurant__thumb,restaurants__restaurant__url,restaurants__restaurant__user_rating__aggregate_rating,restaurants__restaurant__user_rating__rating_color,restaurants__restaurant__user_rating__rating_text,restaurants__restaurant__user_rating__votes,results_found,results_shown,results_start
18186611,hidden,300,,,Italian,MYR,zomato://restaurant/18186611,https://www.zomato.com/kuala-lumpur/marinis-on-57-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186611_RESTAURANT_7700a8223c89753d2f94698fe4b7a6fc.png,0,0,18186611,True,0,0,0,0,"Level 57, Menara 3 Petronas, Persiaran KLCC, Kuala Lumpur City Center, Kuala Lumpur 50088",Kuala Lumpur,88,123,3.156503,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.711284,50088,https://www.zomato.com/kuala-lumpur/marinis-on-57-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Marini's on 57,0,https://www.zomato.com/kuala-lumpur/marinis-on-57-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186611_RESTAURANT_7700a8223c89753d2f94698fe4b7a6fc.png?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/marinis-on-57-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.6,3F7E00,Excellent,74,,,
18179522,hidden,150,,,American,MYR,zomato://restaurant/18179522,https://www.zomato.com/kuala-lumpur/hard-rock-cafe-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179522_RESTAURANT_f079c56d09478751c188d522350c1d82.jpg,0,0,18179522,True,0,0,0,0,"Ground Floor, Wisma Concorde, 2, Jalan Sultan Ismail, Kuala Lumpur City Center, Kuala Lumpur 50250",Kuala Lumpur,88,123,3.1556590979,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.7054826766,50250,https://www.zomato.com/kuala-lumpur/hard-rock-cafe-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Hard Rock Cafe,0,https://www.zomato.com/kuala-lumpur/hard-rock-cafe-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179522_RESTAURANT_f079c56d09478751c188d522350c1d82.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/hard-rock-cafe-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.6,3F7E00,Excellent,77,,,
18181229,hidden,200,,,Western,MYR,zomato://restaurant/18181229,https://www.zomato.com/kuala-lumpur/fuego-the-troika-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18181229_RESTAURANT_9c5fa8e185ef3596b640bb28c71f9a1e.jpg,0,0,18181229,True,0,0,0,0,"Level 23A, Tower B, The Troika, 19 Persiaran KLCC, Kuala Lumpur City Center, Kuala Lumpur 50450",Kuala Lumpur,88,123,3.1577982615,The Troika,"The Troika, Kuala Lumpur",101.7186546698,50450,https://www.zomato.com/kuala-lumpur/fuego-the-troika-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Fuego - The Troika,0,https://www.zomato.com/kuala-lumpur/fuego-the-troika-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18181229_RESTAURANT_9c5fa8e185ef3596b640bb28c71f9a1e.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/fuego-the-troika-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.6,3F7E00,Excellent,99,,,
18183330,hidden,100,,,Japanese,MYR,zomato://restaurant/18183330,https://www.zomato.com/kuala-lumpur/rocku-yakiniku-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18183330_RESTAURANT_9f34a063a2509ebed63a002bff1c6b01.jpg,0,0,18183330,True,0,0,0,0,"7.01.03, Level 7, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.149079,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.7135,55100,https://www.zomato.com/kuala-lumpur/rocku-yakiniku-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Rocku Yakiniku,0,https://www.zomato.com/kuala-lumpur/rocku-yakiniku-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18183330_RESTAURANT_9f34a063a2509ebed63a002bff1c6b01.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/rocku-yakiniku-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.6,3F7E00,Excellent,80,,,
18179238,hidden,150,,,Spanish,MYR,zomato://restaurant/18179238,https://www.zomato.com/kuala-lumpur/la-boca-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18179238,True,0,0,0,0,"C3.10.03, Level 3, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.1498173845,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.7127548158,55100,https://www.zomato.com/kuala-lumpur/la-boca-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,La Boca,0,https://www.zomato.com/kuala-lumpur/la-boca-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,,https://www.zomato.com/kuala-lumpur/la-boca-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,42,,,
18181821,hidden,80,,,"Dim Sum, Chinese",MYR,zomato://restaurant/18181821,https://www.zomato.com/kuala-lumpur/din-tai-fung-mid-valley-city/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18180134_CHAIN_2a1a1a2b211e7c54a5c54f8c36b8df15.jpg,0,0,18181821,True,0,0,0,0,"LG.207, Lower Ground Floor, The Gardens Mall, Lingkaran Syed Putra, Mid Valley City, Kuala Lumpur 59200",Kuala Lumpur,88,123,3.1183722222,The Gardens Mall,"The Gardens Mall, Kuala Lumpur",101.6763166667,59200,https://www.zomato.com/kuala-lumpur/din-tai-fung-mid-valley-city/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Din Tai Fung,0,https://www.zomato.com/kuala-lumpur/din-tai-fung-mid-valley-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18180134_CHAIN_2a1a1a2b211e7c54a5c54f8c36b8df15.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/din-tai-fung-mid-valley-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.6,3F7E00,Excellent,35,,,
18184056,hidden,105,,,Western,MYR,zomato://restaurant/18184056,https://www.zomato.com/kuala-lumpur/heli-lounge-bar-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18184056_RESTAURANT_e1d6f6339a851ebf115ad1071f402cff.jpg,0,0,18184056,True,0,0,0,0,"Level 34, Menara KH, Jalan Sultan Ismail, Kuala Lumpur City Center, Kuala Lumpur 50250",Kuala Lumpur,88,123,3.1512254246,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.7098536715,50250,https://www.zomato.com/kuala-lumpur/heli-lounge-bar-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Heli Lounge Bar,0,https://www.zomato.com/kuala-lumpur/heli-lounge-bar-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18184056_RESTAURANT_e1d6f6339a851ebf115ad1071f402cff.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/heli-lounge-bar-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,124,,,
18181192,hidden,30,,,"Indian, Malaysian",MYR,zomato://restaurant/18181192,https://www.zomato.com/kuala-lumpur/nasi-kandar-pelita-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18180724_CHAIN_812318402f07427fd00bec32db7ec4a3.jpg,0,0,18181192,True,0,0,0,0,"149, Jalan Ampang, Federal Territory of Kuala Lumpur, Kuala Lumpur City Center, Kuala Lumpur 50450",Kuala Lumpur,88,123,3.157856,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.708452,50450,https://www.zomato.com/kuala-lumpur/nasi-kandar-pelita-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Nasi Kandar Pelita,0,https://www.zomato.com/kuala-lumpur/nasi-kandar-pelita-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,0,https://b.zmtcdn.com/data/res_imagery/18180724_CHAIN_812318402f07427fd00bec32db7ec4a3.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/nasi-kandar-pelita-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,93,,,
18179610,hidden,265,,,Japanese,MYR,zomato://restaurant/18179610,https://www.zomato.com/kuala-lumpur/nobu-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179610_RESTAURANT_6b201094d8c956dff91fefdd6562ec40.jpg,0,0,18179610,True,0,0,0,0,"Level 56, Menara 3 Petronas, Persiaran KLCC, Kuala Lumpur City Center, Kuala Lumpur 50088",Kuala Lumpur,88,123,3.1558552718,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.7104813084,50088,https://www.zomato.com/kuala-lumpur/nobu-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Nobu,0,https://www.zomato.com/kuala-lumpur/nobu-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179610_RESTAURANT_6b201094d8c956dff91fefdd6562ec40.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/nobu-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,63,,,
18178302,hidden,420,,,"Asian, Fusion",MYR,zomato://restaurant/18178302,https://www.zomato.com/kuala-lumpur/atmosphere-360-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18178302_RESTAURANT_ecc83adab94ca1ce6d640b26f6d71a53.jpg,0,0,18178302,True,0,0,0,0,"TH.02, Menara Kuala Lumpur, 2, Jalan Punchak Off Jalan P. Ramlee, Kuala Lumpur City Center, Kuala Lumpur 50250",Kuala Lumpur,88,123,3.1528102206,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.7037482932,50250,https://www.zomato.com/kuala-lumpur/atmosphere-360-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Atmosphere 360,0,https://www.zomato.com/kuala-lumpur/atmosphere-360-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18178302_RESTAURANT_ecc83adab94ca1ce6d640b26f6d71a53.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/atmosphere-360-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,80,,,
18190917,hidden,150,,,Middle Eastern,MYR,zomato://restaurant/18190917,https://www.zomato.com/kuala-lumpur/al-halabi-gourmet-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18190917_RESTAURANT_99e48f114adfd088aa519b17ba46e9d6.jpg,0,0,18190917,True,0,0,0,0,"7.01.06, Level 7, Pavilion Mall, 168, Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur 55100",Kuala Lumpur,88,123,3.148395,Pavilion Mall,"Pavilion Mall, Kuala Lumpur",101.712839,55100,https://www.zomato.com/kuala-lumpur/al-halabi-gourmet-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Al Halabi Gourmet,0,https://www.zomato.com/kuala-lumpur/al-halabi-gourmet-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18190917_RESTAURANT_99e48f114adfd088aa519b17ba46e9d6.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/al-halabi-gourmet-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,39,,,
18196414,hidden,60,,,Cafe,MYR,zomato://restaurant/18196414,https://www.zomato.com/kuala-lumpur/kingstreet-cafe-seputeh/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18196414_RESTAURANT_a8652b9643e1005da3ab4614e08b5876.jpg,0,0,18196414,True,0,0,0,0,"621, Jalan 2/87G, Taman, Seputeh, Kuala Lumpur 58000",Kuala Lumpur,88,123,3.1230853537,Seputeh,"Seputeh, Kuala Lumpur",101.6823995858,58000,https://www.zomato.com/kuala-lumpur/kingstreet-cafe-seputeh/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Kingstreet Cafe,0,https://www.zomato.com/kuala-lumpur/kingstreet-cafe-seputeh/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18196414_RESTAURANT_a8652b9643e1005da3ab4614e08b5876.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/kingstreet-cafe-seputeh?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,75,,,
18178192,hidden,125,,,Western,MYR,zomato://restaurant/18178192,https://www.zomato.com/kuala-lumpur/taps-beer-bar-bukit-bintang/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18178192_CHAIN_21612750f2badb8df909478ef85ebc62.jpg,0,0,18178192,True,0,0,0,0,"A.0.3 - A.0.4, One Residency, 1, Jalan Nagasari, Bukit Bintang, Kuala Lumpur 50200",Kuala Lumpur,88,123,3.1494287169,Bukit Bintang,"Bukit Bintang, Kuala Lumpur",101.7090768367,50200,https://www.zomato.com/kuala-lumpur/taps-beer-bar-bukit-bintang/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Taps Beer Bar,0,https://www.zomato.com/kuala-lumpur/taps-beer-bar-bukit-bintang/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18178192_CHAIN_21612750f2badb8df909478ef85ebc62.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/taps-beer-bar-bukit-bintang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.6,3F7E00,Excellent,51,,,
18479901,hidden,60,,,Cafe,MYR,zomato://restaurant/18479901,https://www.zomato.com/kuala-lumpur/vcr-coffee-cakes-bangsar-baru/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18181699_CHAIN_3fbc5ac2626f80ef56a5dd9bab317098.jpg,0,0,18479901,True,0,0,0,0,"31, Jalan Telawi 3, Bangsar Baru, Bangsar, Kuala Lumpur 59100",Kuala Lumpur,88,123,3.131668,Bangsar Baru,"Bangsar Baru, Kuala Lumpur",101.67109,59100,https://www.zomato.com/kuala-lumpur/vcr-coffee-cakes-bangsar-baru/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,VCR Coffee & Cakes,0,https://www.zomato.com/kuala-lumpur/vcr-coffee-cakes-bangsar-baru/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18181699_CHAIN_3fbc5ac2626f80ef56a5dd9bab317098.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/vcr-coffee-cakes-bangsar-baru?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,48,,,
18179896,hidden,80,,,Desserts,MYR,zomato://restaurant/18179896,https://www.zomato.com/kuala-lumpur/dip-n-dip-bangsar-baru/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18179896_CHAIN_fa3d98f42eb74d8fb5cb3edefaf9b1f3.jpg,0,0,18179896,True,0,0,0,0,"5, Jalan Telawi 3, Kuala Lumpur, Bangsar Baru, Bangsar 59100",Kuala Lumpur,88,123,3.1326666667,Bangsar Baru,"Bangsar Baru, Kuala Lumpur",101.6711361111,59100,https://www.zomato.com/kuala-lumpur/dip-n-dip-bangsar-baru/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Dip N Dip,0,https://www.zomato.com/kuala-lumpur/dip-n-dip-bangsar-baru/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18179896_CHAIN_fa3d98f42eb74d8fb5cb3edefaf9b1f3.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/dip-n-dip-bangsar-baru?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,54,,,
18195894,hidden,150,,,Indian,MYR,zomato://restaurant/18195894,https://www.zomato.com/kuala-lumpur/qureshi-malaysia-desa-sri-hartamas/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18195894_RESTAURANT_4ad4ff996563cbc0a021758c2aa87b15.jpg?output-format=webp,0,0,18195894,True,0,0,0,0,"Ground Floor, East Wing, TPC Kuala Lumpur (TPCKL), 10 Jalan 1/70D, Off Jalan Bukit Kiara, Desa Sri Hartamas, Kuala Lumpur 60000",Kuala Lumpur,88,123,3.1383236759,Kuala Lumpur Golf & Country Club,"Kuala Lumpur Golf & Country Club, Kuala Lumpur",101.6405266151,60000,https://www.zomato.com/kuala-lumpur/qureshi-malaysia-desa-sri-hartamas/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Qureshi Malaysia,0,https://www.zomato.com/kuala-lumpur/qureshi-malaysia-desa-sri-hartamas/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18195894_RESTAURANT_4ad4ff996563cbc0a021758c2aa87b15.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/qureshi-malaysia-desa-sri-hartamas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,50,,,
18194080,hidden,145,,,Indonesian,MYR,zomato://restaurant/18194080,https://www.zomato.com/kuala-lumpur/naughty-nuris-kuala-lumpur-city-center/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18186927_CHAIN_cf23625da8321aeb8d984b440fd01e3f.jpg,0,0,18194080,True,0,0,0,0,"G.05, Ground Level, Life Centre, 20, Jalan Sultan Ismail, Kuala Lumpur City Center, Kuala Lumpur 50450",Kuala Lumpur,88,123,3.1536622064,Kuala Lumpur City Center,"Kuala Lumpur City Center, Kuala Lumpur",101.708457917,50450,https://www.zomato.com/kuala-lumpur/naughty-nuris-kuala-lumpur-city-center/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Naughty Nuri's,0,https://www.zomato.com/kuala-lumpur/naughty-nuris-kuala-lumpur-city-center/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18186927_CHAIN_cf23625da8321aeb8d984b440fd01e3f.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/naughty-nuris-kuala-lumpur-city-center?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.5,3F7E00,Excellent,39,,,
18195646,hidden,110,,,Healthy Food,MYR,zomato://restaurant/18195646,https://www.zomato.com/kuala-lumpur/botanica-co-bangsar-south/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,0,0,18195646,True,0,0,0,0,"G5 Podium, The Vertical, 8, Jalan Kerinchi, Bangsar South, Kuala Lumpur 59200",Kuala Lumpur,88,123,3.110714223,Bangsar South,"Bangsar South, Kuala Lumpur",101.6661893204,59200,https://www.zomato.com/kuala-lumpur/botanica-co-bangsar-south/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,Botanica + Co,0,https://www.zomato.com/kuala-lumpur/botanica-co-bangsar-south/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,,https://www.zomato.com/kuala-lumpur/botanica-co-bangsar-south?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,146,,,
18180642,hidden,60,,,"Cafe, Western",MYR,zomato://restaurant/18180642,https://www.zomato.com/kuala-lumpur/the-owls-cafe-bukit-jalil/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/18180642_RESTAURANT_1fbfe7f250d3df2ebcc25432190c46d4.jpg,0,0,18180642,True,0,0,0,0,"12.1, Jalan Jalil Jaya 6, Jalil Link, Bukit Jalil, Kuala Lumpur 57000",Kuala Lumpur,88,123,3.0593555556,Bukit Jalil,"Bukit Jalil, Kuala Lumpur",101.6732861111,57000,https://www.zomato.com/kuala-lumpur/the-owls-cafe-bukit-jalil/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,OTHER,The Owls Cafe,0,https://www.zomato.com/kuala-lumpur/the-owls-cafe-bukit-jalil/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,0,https://b.zmtcdn.com/data/res_imagery/18180642_RESTAURANT_1fbfe7f250d3df2ebcc25432190c46d4.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A,https://www.zomato.com/kuala-lumpur/the-owls-cafe-bukit-jalil?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4.4,5BA829,Very Good,62,,,
